==Test: setup
==Test: pmu info
==SubTest: DIAGS_pmureg
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.231108   PASS
==Test: pmu info
==SubTest: PARSE pmu_revision
			lower:; upper:; value:0x01
2019-05-12 05:38:52.244345   PASS
==Test: pmu info
==SubTest: PARSE pmu_otp
			lower:; upper:; value:0x09
2019-05-12 05:38:52.257516   PASS
==Test: pmu info
==SubTest: PARSE pmu_platform
			lower:; upper:; value:0x12
2019-05-12 05:38:52.270923   PASS
==Test: soc info
==SubTest: DIAGS_soc
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.284165   PASS
==Test: soc info
==SubTest: PARSE soc_production_mode
			lower:; upper:; value:0
2019-05-12 05:38:52.297683   PASS
==Test: cb check
==SubTest: rtc get|YES
			lower:; upper:; value:201951253843
2019-05-12 05:38:52.311113   PASS
==Test: cb check
==SubTest: rtc set|YES
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.323991   PASS
==Test: cb check
==SubTest: checklistedcb|YES
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.336893   PASS
==Test: cb check
==SubTest: checkfailcount|YES
			lower:; upper:; value:--PASS-- 0:3
2019-05-12 05:38:52.349482   PASS
==Test: cb check
==SubTest: clearselfcb|YES
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.361391   PASS
==Test: default syscurrent
==SubTest: SYSTEM_CURRENT 50
			lower:; upper:; value:62.223353
2019-05-12 05:38:52.373463   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 0
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.385487   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_ilimit
			lower:; upper:; value:0x12 
2019-05-12 05:38:52.397321   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_ilimit_trim
			lower:; upper:; value:18
2019-05-12 05:38:52.410010   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 1
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.422279   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_cmp_offst
			lower:; upper:; value:0x52 
2019-05-12 05:38:52.434639   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_cmp_offst_trim
			lower:; upper:; value:10
2019-05-12 05:38:52.448197   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 2
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.466092   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_fripple_limiter
			lower:; upper:; value:0x80 
2019-05-12 05:38:52.478031   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_fripple_limiter_trim
			lower:; upper:; value:0
2019-05-12 05:38:52.490326   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 3
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.502730   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_vpfm
			lower:; upper:; value:0x8A 
2019-05-12 05:38:52.514378   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_vpfm_trim
			lower:; upper:; value:8
2019-05-12 05:38:52.526521   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 4
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.538721   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_ipfm
			lower:; upper:; value:0x8A 
2019-05-12 05:38:52.548925   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_ipfm_trim
			lower:; upper:; value:10
2019-05-12 05:38:52.561792   PASS
==Test: pmu trim
==SubTest: DIAGS_pmurw 5
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.573643   PASS
==Test: pmu trim
==SubTest: PARSE pmu_bubo_ipfmcmp_offst
			lower:; upper:; value:0x9A 
2019-05-12 05:38:52.585686   PASS
==Test: pmu trim
==SubTest: CALC pmu_bubo_ipfmcmp_offst_trim
			lower:; upper:; value:9
2019-05-12 05:38:52.597088   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.608655   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.621412   PASS
==Test: lynx qt
==SubTest: DIAGS_pmuadc 0
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.629084   PASS
==Test: lynx qt
==SubTest: PARSE lynx_active_ibuck3
			lower:; upper:; value:14.0073
2019-05-12 05:38:52.636176   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.641336   PASS
==Test: lynx qt
==SubTest: PARSE lynd_data
			lower:; upper:; value:070000804C7801CC01005015A251C60A78811B00000000004EDD09FD52EFC1F092EF82AA8BC2AC69B6817CB879026703F5161D6006D0AB852077783397926DAD04ECBD27DFCF7C751887555B78BD15DC2C82CF332CEF6B3DA7DE9EC9EF05127EEF0701E3B7D7BB26B304351F5B42D67D8CD20BDD31B487AD
2019-05-12 05:38:52.645090   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:38:52.649100   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 4
			lower:; upper:; value:--PASS--
2019-05-12 05:38:57.578487   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 5
			lower:; upper:; value:--PASS--
2019-05-12 05:38:57.885088   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 6
			lower:; upper:; value:--PASS--
2019-05-12 05:38:58.680750   PASS
==Test: lynx qt
==SubTest: DIAGS_sep 7
			lower:; upper:; value:--PASS--
2019-05-12 05:38:58.706063   PASS
==Test: lynx qt
==SubTest: DIAGS_pmuadc 1
			lower:; upper:; value:--PASS--
2019-05-12 05:38:58.837223   PASS
==Test: lynx qt
==SubTest: PARSE lynx_standby_ibuck3
			lower:; upper:; value:8.5010
2019-05-12 05:38:58.840474   PASS
==Test: lynx qt
==SubTest: CALC lynx_ibuck3_delta
			lower:2; upper:9; value:5.5063
2019-05-12 05:38:58.842807   PASS
==Test: lynx qt
==SubTest: DIAGS_wait
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.393675   PASS
==Test: lynx qt
==SubTest: PARSE sik
			lower:; upper:; value:04e14167bd8420ba2209931616016bc75febbb1c16b1681a2126110866ea159e292fe7b5423e2c25842d7f1e9eedab5e376914d8378dde1d00113fe525f08c3bf3
2019-05-12 05:39:00.396381   PASS
==Test: i2c qt
==SubTest: DIAGS_i2c 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.457500   PASS
==Test: i2c qt
==SubTest: PARSE i2c1_addr_0
			lower:0x34; upper:0x34; value:0x34
2019-05-12 05:39:00.460879   PASS
==Test: i2c qt
==SubTest: DIAGS_audio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.509741   PASS
==Test: i2c qt
==SubTest: DIAGS_i2c 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.615785   PASS
==Test: i2c qt
==SubTest: PARSE i2c3_addr_0
			lower:0x10; upper:0x10; value:0x10
2019-05-12 05:39:00.625677   PASS
==Test: i2c qt
==SubTest: PARSE i2c3_addr_1
			lower:0x62; upper:0x62; value:0x62
2019-05-12 05:39:00.631602   PASS
==Test: i2c qt
==SubTest: DIAGS_audio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.637357   PASS
==Test: i2c qt
==SubTest: DIAGS_i2c 2
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.771139   PASS
==Test: i2c qt
==SubTest: PARSE i2c5_addr_1
			lower:0x78; upper:0x78; value:0x78
2019-05-12 05:39:00.773910   PASS
==Test: i2c qt
==SubTest: PARSE i2c5_addr_2
			lower:0x90; upper:0x90; value:0x90
2019-05-12 05:39:00.775931   PASS
==Test: i2c qt
==SubTest: DIAGS_c26 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.785793   PASS
==Test: i2c qt
==SubTest: DIAGS_i2c 3
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.848568   PASS
==Test: i2c qt
==SubTest: PARSE i2c8_addr_0
			lower:0x72; upper:0x72; value:0x72
2019-05-12 05:39:00.868226   PASS
==Test: i2c qt
==SubTest: DIAGS_c26 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:00.881061   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.146462   PASS
==Test: imu qt
==SubTest: DIAGS_sensorreg 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.163456   PASS
==Test: imu qt
==SubTest: PARSE inertial_type
			lower:; upper:; value:0x10
2019-05-12 05:39:01.167032   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.404593   PASS
==Test: imu qt
==SubTest: PARSE GYRO_Drive_Freq_pos
			lower:; upper:; value:25.100000
2019-05-12 05:39:01.410336   PASS
==Test: imu qt
==SubTest: PARSE GYRO_Drive_Freq_vel
			lower:; upper:; value:25.100000
2019-05-12 05:39:01.415918   PASS
==Test: imu qt
==SubTest: DIAGS_sensorreg 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.502188   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 2
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.535144   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 3
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.567517   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 4
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.626151   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 5
			lower:; upper:; value:--PASS--
2019-05-12 05:39:01.644989   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 6
			lower:; upper:; value:--PASS--
2019-05-12 05:39:03.059274   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_normal_x
			lower:; upper:; value:15
2019-05-12 05:39:03.076824   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_normal_y
			lower:; upper:; value:3
2019-05-12 05:39:03.094966   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_normal_z
			lower:; upper:; value:-1007
2019-05-12 05:39:03.121724   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_pos_x
			lower:; upper:; value:6643
2019-05-12 05:39:03.131448   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_pos_y
			lower:; upper:; value:5587
2019-05-12 05:39:03.140965   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_pos_z
			lower:; upper:; value:5557
2019-05-12 05:39:03.150987   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_neg_x
			lower:; upper:; value:6200
2019-05-12 05:39:03.160759   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_neg_y
			lower:; upper:; value:5626
2019-05-12 05:39:03.170460   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_neg_z
			lower:; upper:; value:6936
2019-05-12 05:39:03.178607   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_symerr_x
			lower:; upper:; value:442
2019-05-12 05:39:03.187169   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_symerr_y
			lower:; upper:; value:38
2019-05-12 05:39:03.197276   PASS
==Test: imu qt
==SubTest: PARSE accel_self_test_symerr_z
			lower:; upper:; value:1379
2019-05-12 05:39:03.206424   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 7
			lower:; upper:; value:--PASS--
2019-05-12 05:39:03.231923   PASS
==Test: imu qt
==SubTest: DIAGS_sensor 8
			lower:; upper:; value:--PASS--
2019-05-12 05:39:03.323615   PASS
==Test: memory
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:03.351147   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:39:03:348
2019-05-12 05:39:03.619871   PASS
==Test: memory
==SubTest: DIAGS_testmemory
			lower:; upper:; value:--PASS--
2019-05-12 05:39:04.487904   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:39:04:437
2019-05-12 05:39:04.713853   PASS
==Test: memory
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:04.765696   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:25.5253
2019-05-12 05:39:04.849469   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:55.2748
2019-05-12 05:39:04.883652   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT average|X1454
			lower:30; upper:47; value:38.0639
2019-05-12 05:39:04.908305   PASS
==Test: memory
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:39.1552
2019-05-12 05:39:04.930512   PASS
==Test: soc thermal
==SubTest: DIAGS_temperature
			lower:; upper:; value:--PASS--
2019-05-12 05:39:04.951378   PASS
==Test: soc thermal
==SubTest: PARSE thermal0_instant
			lower:-10; upper:60; value:26.07
2019-05-12 05:39:04.983219   PASS
==Test: soc thermal
==SubTest: PARSE thermal0_max
			lower:; upper:; value:26.85
2019-05-12 05:39:05.006977   PASS
==Test: soc thermal
==SubTest: PARSE thermal0_min
			lower:; upper:; value:25.20
2019-05-12 05:39:05.025297   PASS
==Test: soc thermal
==SubTest: PARSE thermal0_avg
			lower:-10; upper:60; value:25.98
2019-05-12 05:39:05.046117   PASS
==Test: soc thermal
==SubTest: PARSE thermal1_instant
			lower:-10; upper:60; value:25.89
2019-05-12 05:39:05.081413   PASS
==Test: soc thermal
==SubTest: PARSE thermal1_max
			lower:; upper:; value:26.37
2019-05-12 05:39:05.108123   PASS
==Test: soc thermal
==SubTest: PARSE thermal1_min
			lower:; upper:; value:24.90
2019-05-12 05:39:05.129065   PASS
==Test: soc thermal
==SubTest: PARSE thermal1_avg
			lower:-10; upper:60; value:25.57
2019-05-12 05:39:05.149780   PASS
==Test: soc perf setup
==SubTest: DIAGS_wfi
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.165287   PASS
==Test: soc perf 0
==SubTest: DIAGS_soc 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.184316   PASS
==Test: soc perf 0
==SubTest: DIAGS_soc 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.203555   PASS
==Test: soc perf 0
==SubTest: DIAGS_soc 2
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.239863   PASS
==Test: soc perf 0
==SubTest: DIAGS_soc 3
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.263031   PASS
==Test: soc perf 0
==SubTest: PARSE cpu_state_perf0
			lower:; upper:; value:0
2019-05-12 05:39:05.284940   PASS
==Test: soc perf 0
==SubTest: PARSE cpu_core_perf0
			lower:; upper:; value:eCore
2019-05-12 05:39:05.308390   PASS
==Test: soc perf 0
==SubTest: PARSE cpu_freq_perf0
			lower:; upper:; value:480
2019-05-12 05:39:05.327633   PASS
==Test: soc perf 0
==SubTest: PARSE soc_state_perf0
			lower:; upper:; value:0
2019-05-12 05:39:05.353811   PASS
==Test: soc perf 0
==SubTest: PARSE ddr_freq_perf0
			lower:; upper:; value:300
2019-05-12 05:39:05.395807   PASS
==Test: soc perf 0
==SubTest: PARSE dcs_state_perf0
			lower:; upper:; value:0
2019-05-12 05:39:05.417202   PASS
==Test: soc perf 0
==SubTest: PARSE dvmr_margin_perf0
			lower:; upper:; value:0.000
2019-05-12 05:39:05.449523   PASS
==Test: soc perf 0
==SubTest: PARSE buck4_volt_target_perf0
			lower:-5; upper:848; value:631
2019-05-12 05:39:05.490255   PASS
==Test: soc perf 0
==SubTest: PARSE buck5_volt_target_perf0
			lower:-5; upper:1023; value:578
2019-05-12 05:39:05.515583   PASS
==Test: soc perf 0
==SubTest: PARSE buck6_volt_target_perf0
			lower:-5; upper:955; value:766
2019-05-12 05:39:05.530486   PASS
==Test: soc perf 0
==SubTest: PARSE buck7_volt_target_perf0
			lower:-5; upper:758; value:613
2019-05-12 05:39:05.543322   PASS
==Test: soc perf 0
==SubTest: CALC buck7_volt_target_perf0
			lower:; upper:; value:613
2019-05-12 05:39:05.555462   PASS
==Test: soc perf 0
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:; upper:; value:625.748542
2019-05-12 05:39:05.569313   PASS
==Test: soc perf 0
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:; upper:; value:575.032941
2019-05-12 05:39:05.583186   PASS
==Test: soc perf 0
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:; upper:; value:762.396277
2019-05-12 05:39:05.599209   PASS
==Test: soc perf 0
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:; upper:; value:608.521462
2019-05-12 05:39:05.612230   PASS
==Test: soc perf 0
==SubTest: CALC buck4_volt_target_perf0_delta
			lower:-15.5; upper:15.5; value:-5.251458
2019-05-12 05:39:05.630400   PASS
==Test: soc perf 0
==SubTest: CALC buck5_volt_target_perf0_delta
			lower:-13; upper:13; value:-2.9670589999999
2019-05-12 05:39:05.671355   PASS
==Test: soc perf 0
==SubTest: CALC buck6_volt_target_perf0_delta
			lower:-14.5; upper:14.5; value:-3.6037229999999
2019-05-12 05:39:05.717632   PASS
==Test: soc perf 0
==SubTest: CALC buck7_volt_target_perf0_delta
			lower:-19; upper:19; value:-4.478538
2019-05-12 05:39:05.835035   PASS
==Test: soc perf 0
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.893697   PASS
==Test: soc perf 0
==SubTest: SYSTEM_CURRENT 50|X1454
			lower:23; upper:28; value:25.148785
2019-05-12 05:39:05.943491   PASS
==Test: soc perf 0
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:05.966592   PASS
==Test: soc perf 1
==SubTest: DIAGS_soc 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.001043   PASS
==Test: soc perf 1
==SubTest: DIAGS_soc 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.056982   PASS
==Test: soc perf 1
==SubTest: DIAGS_soc 2
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.104108   PASS
==Test: soc perf 1
==SubTest: DIAGS_soc 3
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.120820   PASS
==Test: soc perf 1
==SubTest: PARSE cpu_state_perf1
			lower:; upper:; value:1
2019-05-12 05:39:06.141899   PASS
==Test: soc perf 1
==SubTest: PARSE cpu_core_perf1
			lower:; upper:; value:eCore
2019-05-12 05:39:06.164047   PASS
==Test: soc perf 1
==SubTest: PARSE cpu_freq_perf1
			lower:; upper:; value:816
2019-05-12 05:39:06.181905   PASS
==Test: soc perf 1
==SubTest: PARSE soc_state_perf1
			lower:; upper:; value:1
2019-05-12 05:39:06.196299   PASS
==Test: soc perf 1
==SubTest: PARSE ddr_freq_perf1
			lower:; upper:; value:600
2019-05-12 05:39:06.209689   PASS
==Test: soc perf 1
==SubTest: PARSE dcs_state_perf1
			lower:; upper:; value:1
2019-05-12 05:39:06.223725   PASS
==Test: soc perf 1
==SubTest: PARSE dvmr_margin_perf1
			lower:; upper:; value:0.000
2019-05-12 05:39:06.245962   PASS
==Test: soc perf 1
==SubTest: PARSE buck4_volt_target_perf1
			lower:-5; upper:848; value:719
2019-05-12 05:39:06.260586   PASS
==Test: soc perf 1
==SubTest: PARSE buck5_volt_target_perf1
			lower:-5; upper:1023; value:663
2019-05-12 05:39:06.275961   PASS
==Test: soc perf 1
==SubTest: PARSE buck6_volt_target_perf1
			lower:-5; upper:955; value:788
2019-05-12 05:39:06.303403   PASS
==Test: soc perf 1
==SubTest: PARSE buck7_volt_target_perf1
			lower:-5; upper:758; value:656
2019-05-12 05:39:06.328682   PASS
==Test: soc perf 1
==SubTest: CALC buck7_volt_target_perf1
			lower:; upper:; value:656
2019-05-12 05:39:06.355003   PASS
==Test: soc perf 1
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:; upper:; value:712.548557
2019-05-12 05:39:06.397090   PASS
==Test: soc perf 1
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:; upper:; value:658.508067
2019-05-12 05:39:06.444733   PASS
==Test: soc perf 1
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:; upper:; value:783.872158
2019-05-12 05:39:06.463806   PASS
==Test: soc perf 1
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:; upper:; value:651.727747
2019-05-12 05:39:06.478011   PASS
==Test: soc perf 1
==SubTest: CALC buck4_volt_target_perf1_delta
			lower:-15.5; upper:15.5; value:-6.451443
2019-05-12 05:39:06.491129   PASS
==Test: soc perf 1
==SubTest: CALC buck5_volt_target_perf1_delta
			lower:-13; upper:13; value:-4.491933
2019-05-12 05:39:06.508912   PASS
==Test: soc perf 1
==SubTest: CALC buck6_volt_target_perf1_delta
			lower:-14.5; upper:14.5; value:-4.127842
2019-05-12 05:39:06.521243   PASS
==Test: soc perf 1
==SubTest: CALC buck7_volt_target_perf1_delta
			lower:-19; upper:19; value:-4.272253
2019-05-12 05:39:06.529102   PASS
==Test: soc perf 1
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.623759   PASS
==Test: soc perf 1
==SubTest: SYSTEM_CURRENT 50|X1454
			lower:34; upper:43.5; value:37.446970
2019-05-12 05:39:06.695565   PASS
==Test: soc perf 1
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.723407   PASS
==Test: soc perf 2
==SubTest: DIAGS_soc 0
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.804303   PASS
==Test: soc perf 2
==SubTest: DIAGS_soc 1
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.855446   PASS
==Test: soc perf 2
==SubTest: DIAGS_soc 2
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.880976   PASS
==Test: soc perf 2
==SubTest: DIAGS_soc 3
			lower:; upper:; value:--PASS--
2019-05-12 05:39:06.897238   PASS
==Test: soc perf 2
==SubTest: PARSE cpu_state_perf2
			lower:; upper:; value:2
2019-05-12 05:39:06.914039   PASS
==Test: soc perf 2
==SubTest: PARSE cpu_core_perf2
			lower:; upper:; value:eCore
2019-05-12 05:39:06.934208   PASS
==Test: soc perf 2
==SubTest: PARSE cpu_freq_perf2
			lower:; upper:; value:1152
2019-05-12 05:39:06.962712   PASS
==Test: soc perf 2
==SubTest: PARSE soc_state_perf2
			lower:; upper:; value:2
2019-05-12 05:39:06.974353   PASS
==Test: soc perf 2
==SubTest: PARSE ddr_freq_perf2
			lower:; upper:; value:733
2019-05-12 05:39:06.990940   PASS
==Test: soc perf 2
==SubTest: PARSE dcs_state_perf2
			lower:; upper:; value:2
2019-05-12 05:39:07.019360   PASS
==Test: soc perf 2
==SubTest: PARSE dvmr_margin_perf2
			lower:; upper:; value:0.000
2019-05-12 05:39:07.056182   PASS
==Test: soc perf 2
==SubTest: PARSE buck4_volt_target_perf2
			lower:-5; upper:848; value:763
2019-05-12 05:39:07.073319   PASS
==Test: soc perf 2
==SubTest: PARSE buck5_volt_target_perf2
			lower:-5; upper:1023; value:744
2019-05-12 05:39:07.090593   PASS
==Test: soc perf 2
==SubTest: PARSE buck6_volt_target_perf2
			lower:-5; upper:955; value:800
2019-05-12 05:39:07.109030   PASS
==Test: soc perf 2
==SubTest: PARSE buck7_volt_target_perf2
			lower:-5; upper:758; value:678
2019-05-12 05:39:07.129529   PASS
==Test: soc perf 2
==SubTest: CALC buck7_volt_target_perf2
			lower:; upper:; value:678
